paste.Cells..round.CC_Dif_pValues..4..	X20110316_mir.1_L3	X20110316_mir.1_L2	X20110203_RW10890_pal.1_L4	X20110125_RW10890_pal.1_L3	X20110125_RW10890_pal.1_L4	X20101213_RW10889_pal.1_L2	X20101213_RW10889_pal.1_L3	X20110209_UP2051_mls.2_L1	X20110209_UP2051_mls.2_L2	X20110209_UP2051_mls.2_L3	X20110225_NX68_L3	X20110408_RW10425_pha.4_L2	X20110927_RW11144_L4	X20110929_ceh.43_L1	X20110726_RW10713_L1	X20110731_RW10434_L1	X20111116_RW10226_L4	X20110916_ceh.36_L1	X20120426_JIM122_L2	X20120612_JIM127_L4	X20120331_RW10871_L4	X20120807_mir.57_L4	X20110316_mir.1_L3.1	X20110316_mir.1_L2.1	X20110203_RW10890_pal.1_L4.1	X20110125_RW10890_pal.1_L3.1	X20110125_RW10890_pal.1_L4.1	X20101213_RW10889_pal.1_L2.1	X20101213_RW10889_pal.1_L3.1	X20110209_UP2051_mls.2_L1.1	X20110209_UP2051_mls.2_L2.1	X20110209_UP2051_mls.2_L3.1	X20110225_NX68_L3.1	X20110408_RW10425_pha.4_L2.1	X20110927_RW11144_L4.1	X20110929_ceh.43_L1.1	X20110726_RW10713_L1.1	X20110731_RW10434_L1.1	X20111116_RW10226_L4.1	X20110916_ceh.36_L1.1	X20120426_JIM122_L2.1	X20120612_JIM127_L4.1	X20120331_RW10871_L4.1	X20120807_mir.57_L4.1
Caaaaa NA																																												
Caaaap NA																																												
Caaap 1	43	44	42	49	49	51	44	48	43	46	44	45	51	42	46	46	49	47	45	48	50	48	43	44	42	49	49	51	44	48	43	46	44	45	51	42	46	46	49	47	45	48	50	48
Caaapa NA																																												
Caaapp NA																																												
Caap 1	51	47	47	47	47	52	48	48	38	43	47	46	46	42	43	46	47	43	45	40	49	46	51	47	47	47	47	52	48	48	38	43	47	46	46	42	43	46	47	43	45	40	49	46
Caapa 1	139	127	119	123	129	115	120	127	130	136	138	132	133	138	135	131	130	123	114	134	133	121	139	127	119	123	129	115	120	127	130	136	138	132	133	138	135	131	130	123	114	134	133	121
Caapaa NA																																												
Caapap NA																																												
Caapp 1	53	55	50	47	58	51	49	54	55	54	53	55	61	53	56	51	55	56	56	56	58	51	53	55	50	47	58	51	49	54	55	54	53	55	61	53	56	51	55	56	56	56	58	51
Caappd NA																																												
Caappv NA																																												
Cap 1	42	38	39	38	43	40	37	34	38	35	41	36	36	37	35	35	38	36	37	35	41	38	42	38	39	38	43	40	37	34	38	35	41	36	36	37	35	35	38	36	37	35	41	38
Capa 1	48	56	56	52	53	55	56	53	51	56	56	56	57	54	56	51	51	54	57	52	57	54	48	56	56	52	53	55	56	53	51	56	56	56	57	54	56	51	51	54	57	52	57	54
Capaa 1	53	52	55	49	54	58	61	59	57	55	52	55	54	61	61	62	52	60	52	59	55	60	53	52	55	49	54	58	61	59	57	55	52	55	54	61	61	62	52	60	52	59	55	60
Capaaa 1	75	86		80	81	78		73	76	77	80	84	86		84	80	79	80	76	81	78	74	75	86		80	81	78		73	76	77	80	84	86		84	80	79	80	76	81	78	74
Capaaaa NA																																												
Capaaap NA																																												
Capaap 1	91	78		90		92		86	83		91	89	96		88		88	88	93	93	90	87	91	78		90		92		86	83		91	89	96		88		88	88	93	93	90	87
Capaapa NA																																												
Capaapp NA																																												
Capap 1	60	52	58	52	49	57	61	59	60	60	54	58	58	62	57	62	52	57	55	59	55	59	60	52	58	52	49	57	61	59	60	60	54	58	58	62	57	62	52	57	55	59	55	59
Capapa 1	83	86		92		86		84	79		78	85	89		83	82	83	82	84	80	88	82	83	86		92		86		84	79		78	85	89		83	82	83	82	84	80	88	82
Capapaa NA																																												
Capapap NA																																												
Capapp 1	98	89		117				90			91		93		91	99		96	96	87	91	95	98	89		117				90			91		93		91	99		96	96	87	91	95
Capappa NA																																												
Capappp NA																																												
Capp 1	45	44	45	43	51	46	48	46	43	48	49	47	47	45	50	46	47	47	45	47	49	48	45	44	45	43	51	46	48	46	43	48	49	47	47	45	50	46	47	47	45	47	49	48
Cappa 1	50	52	52	60	52	55	57	53	59	57	50	55	52	61	54	56	51	53	55	56	55	52	50	52	52	60	52	55	57	53	59	57	50	55	52	61	54	56	51	53	55	56	55	52
Cappaa 1	72	73	72	71	74	68	72	73	68	77	75	72	74	78	73	65	70	68	74	70	68	71	72	73	72	71	74	68	72	73	68	77	75	72	74	78	73	65	70	68	74	70	68	71
Cappaaa NA																																												
Cappaap NA																																												
Cappap 1	80	81	86	81	83	78	77	81	82	77	81	79	91		84	82	80	85	81	81	82	81	80	81	86	81	83	78	77	81	82	77	81	79	91		84	82	80	85	81	81	82	81
Cappapa NA																																												
Cappapp NA																																												
Cappp 1	61	60	53	61	58	60	61	61	56	54	53	58	63	64	62	62	54	55	62	60	58	57	61	60	53	61	58	60	61	61	56	54	53	58	63	64	62	62	54	55	62	60	58	57
Capppa 1	78	79		74	85	77	76	83	75	80	80	80	86		83	80	76	73	81	75	83	78	78	79		74	85	77	76	83	75	80	80	80	86		83	80	76	73	81	75	83	78
Capppaa NA																																												
Capppap NA																																												
Capppp 1	101	89		96		97		98	84		91	87	103		103	97		90	96	90	86	95	101	89		96		97		98	84		91	87	103		103	97		90	96	90	86	95
Cappppd NA																																												
Cappppv NA																																												
Cp 1	25	27	25	25	26	26	27	26	24	24	24	24	28	22	26	23	22	24	24	24	23	25	25	27	25	25	26	26	27	26	24	24	24	24	28	22	26	23	22	24	24	24	23	25
Cpa 1	33	32	32	34	37	33	36	32	30	30	29	30	29	30	29	32	31	33	30	29	31	31	33	32	32	34	37	33	36	32	30	30	29	30	29	30	29	32	31	33	30	29	31	31
Cpaa 1	33	37	43	36	39	46	44	35	34	35	36	35	37	34	35	33	36	39	36	33	37	35	33	37	43	36	39	46	44	35	34	35	36	35	37	34	35	33	36	39	36	33	37	35
Cpaaa 1	54	50	47	49	54	54	51	51	49	55	53	51	56	54	52	54	52	53	55	53	51	60	54	50	47	49	54	54	51	51	49	55	53	51	56	54	52	54	52	53	55	53	51	60
Cpaaaa NA																																												
Cpaaap NA																																												
Cpaap 1	50	49	50	47	50	48	48	46	44	42	53	47	54	51	47	46	49	51	50	48	50	51	50	49	50	47	50	48	48	46	44	42	53	47	54	51	47	46	49	51	50	48	50	51
Cpaapa NA																																												
Cpaapp NA																																												
Cpap 1	38	40	43	43	44	48	43	37	37	37	36	37	35	35	36	34	38	37	39	36	37	37	38	40	43	43	44	48	43	37	37	37	36	37	35	35	36	34	38	37	39	36	37	37
Cpapa 1	54	58	55	51	60	52	56	56	50	59	59	56	56	66	59	54	56	62	58	56	58	54	54	58	55	51	60	52	56	56	50	59	59	56	56	66	59	54	56	62	58	56	58	54
Cpapaa NA																																												
Cpapap NA																																												
Cpapp 1	56	60	53	58	60	58	61	56	54	55	60	58	57	60	59	59	58	56	60	58	56	59	56	60	53	58	60	58	61	56	54	55	60	58	57	60	59	59	58	56	60	58	56	59
Cpappd NA																																												
Cpappv NA																																												
Cpp 1	38	37	35	36	41	39	39	38	33	34	34	34	34	34	32	32	37	37	36	34	38	36	38	37	35	36	41	39	39	38	33	34	34	34	34	34	32	32	37	37	36	34	38	36
Cppa 1	52	53	50	50	55	52	54	53	53	53	53	53	52	53	54	51	54	52	55	50	52	54	52	53	50	50	55	52	54	53	53	53	53	53	52	53	54	51	54	52	55	50	52	54
Cppaa 1	56	54	55	52	56	57	57	58	56	62	56	63	58	56	62	59	52	60	57	55	57	56	56	54	55	52	56	57	57	58	56	62	56	63	58	56	62	59	52	60	57	55	57	56
Cppaaa 1	78	87	77	71	79	84		76	79	77	78	77	84	88	88	75	77	77	74	80	73	76	78	87	77	71	79	84		76	79	77	78	77	84	88	88	75	77	77	74	80	73	76
Cppaaaa NA																																												
Cppaaap NA																																												
Cppaap 1	93	94		90		92			86		88		96		91	101	93	95	96	98	86	87	93	94		90		92			86		88		96		91	101	93	95	96	98	86	87
Cppaapa NA																																												
Cppaapp NA																																												
Cppap 1	58	57	58	54	56	58	56	63	56	62	56	60	56	58	62	59	52	60	60	59	58	62	58	57	58	54	56	58	56	63	56	62	56	60	56	58	62	59	52	60	60	59	58	62
Cppapa 1	78	92		81	90	88		80	78		78	77	86	95	84	84	83	84	86	80	83	84	78	92		81	90	88		80	78		78	77	86	95	84	84	83	84	86	80	83	84
Cppapaa NA																																												
Cppapap NA																																												
Cppapp 1	98	90		96		94			89		94	91	103		104	101			86	90	90	90	98	90		96		94			89		94	91	103		104	101			86	90	90	90
Cppappa NA																																												
Cppappp NA																																												
Cppp 1	46	47	44	43	44	48	41	43	45	46	44	46	46	43	46	45	44	43	47	43	46	48	46	47	44	43	44	48	41	43	45	46	44	46	46	43	46	45	44	43	47	43	46	48
Cpppa 1	53	50	52	52	54	54	57	53	52	59	53	55	49	52	54	54	51	53	55	55	52	56	53	50	52	52	54	54	57	53	52	59	53	55	49	52	54	54	51	53	55	55	52	56
Cpppaa 1	70	72	70	67	71	68	72	68	65	67	66	65	67	69	69	66	68	72	71	71	68	68	70	72	70	67	71	68	72	68	65	67	66	65	67	69	69	66	68	72	71	71	68	68
Cpppaaa NA																																												
Cpppaap NA																																												
Cpppap 1	86	79	91	74	81	77	80	80	79	75	83	78	91	89	88	82	77	93	84	87	76	84	86	79	91	74	81	77	80	80	79	75	83	78	91	89	88	82	77	93	84	87	76	84
Cpppapa NA																																												
Cpppapp NA																																												
Cpppp 1	59	57	55	52	56	57	61	59	60	57	59	60	56	61	61	58	56	57	57	59	56	62	59	57	55	52	56	57	61	59	60	57	59	60	56	61	61	58	56	57	57	59	56	62
Cppppa 1	83	86	78	72	70	78	84	70	76	74	80	80	83	93	83	65	82	71	83	80	73	74	83	86	78	72	70	78	84	70	76	74	80	80	83	93	83	65	82	71	83	80	73	74
Cppppaa NA																																												
Cppppap NA																																												
Cppppp 1	78	95		83	95	89	85	80	89		95	94	98		88	82	95	90	94	88	90	97	78	95		83	95	89	85	80	89		95	94	98		88	82	95	90	94	88	90	97
Cpppppd NA																																												
Cpppppv NA																																												
D 1	37	40	44	40	39	36	46	36	38	37	43	39	37	35	34	33	34	31	36	34	36	34	37	40	44	40	39	36	46	36	38	37	43	39	37	35	34	33	34	31	36	34	36	34
Da 1	50	45	45	51	52	44	53	44	45	45	43	41	42	44	45	45	44	50	42	42	42	48	50	45	45	51	52	44	53	44	45	45	43	41	42	44	45	45	44	50	42	42	42	48
Daa 1	54	52	55	46	50	54	56	53	46	49	58	48	45	53	51	54	49	52	48	44	49	60	54	52	55	46	50	54	56	53	46	49	58	48	45	53	51	54	49	52	48	44	49	60
Daaa 1	62	57	66	56	64	60	58	63	62	64	59	65	62	65	56	61	61	62	62	60	59	63	62	57	66	56	64	60	58	63	62	64	59	65	62	65	56	61	61	62	62	60	59	63
Daaaa NA																																												
Daaap NA																																												
Daap 1	65	63	67	63	67	63	62	69	63	69	63	68	65	72	63	64	64	68	70	60	67	63	65	63	67	63	67	63	62	69	63	69	63	68	65	72	63	64	64	68	70	60	67	63
Daapa NA																																												
Daapp NA																																												
Dap 1	46	46	45	44	43	48	52	46	44	46	50	43	42	47	44	46	46	41	45	40	44	52	46	46	45	44	43	48	52	46	44	46	50	43	42	47	44	46	46	41	45	40	44	52
Dapa 1	63	62	63	56	58	58	57	61	62	64	63	63	63	70	66	71	58	57	59	58	67	62	63	62	63	56	58	58	57	61	62	64	63	63	63	70	66	71	58	57	59	58	67	62
Dapaa NA																																												
Dapap NA																																												
Dapp 1	57	56	56	56	58	52	56	63	59	60	54	58	60	64	61	62	58	58	59	55	57	59	57	56	56	56	58	52	56	63	59	60	54	58	60	64	61	62	58	58	59	55	57	59
Dappa 1				84		82									81				86	86	86	90				84		82									81				86	86	86	90
Dappaa NA																																												
Dappap NA																																												
Dappp 1				88		97									103				101	100	91	95				88		97									103				101	100	91	95
Dapppa NA																																												
Dapppp NA																																												
Dp 1	53	45	43	51	50	44	41	46	42	47	45	41	44	48	45	48	44	50	44	42	47	47	53	45	43	51	50	44	41	46	42	47	45	41	44	48	45	48	44	50	44	42	47	47
Dpa 1	53	49	53	51	49	54	57	50	46	51	56	46	51	48	48	48	50	48	51	47	49	52	53	49	53	51	49	54	57	50	46	51	56	46	51	48	48	48	50	48	51	47	49	52
Dpaa 1	62	62	66	63	64	60	61	84	70	70	60	65	64	64	64	61	67	65	60	58	60	60	62	62	66	63	64	60	61	84	70	70	60	65	64	64	64	61	67	65	60	58	60	60
Dpaaa NA																																												
Dpaap NA																																												
Dpap 1	67	62	75	72	62	64	64	74	68	67	57	77	64	70	64	59	66	72	59	64	59	65	67	62	75	72	62	64	64	74	68	67	57	77	64	70	64	59	66	72	59	64	59	65
Dpapa NA																																												
Dpapp NA																																												
Dpp 1	46	44	47	44	43	46	49	46	43	47	47	43	44	43	44	44	42	43	43	43	46	46	46	44	47	44	43	46	49	46	43	47	47	43	44	43	44	44	42	43	43	43	46	46
Dppa 1	64	63	63	65	60	63	66	71	74	65	63	60	63	66	63	71	67	65	64	62	68	64	64	63	63	65	60	63	66	71	74	65	63	60	63	66	63	71	67	65	64	62	68	64
Dppaa NA																																												
Dppap NA																																												
Dppp 1	57	55	58	58	58	61	61	61	62	59	62	62	62	60	54	64	62	63	59	56	60	57	57	55	58	58	58	61	61	61	62	59	62	62	62	60	54	64	62	63	59	56	60	57
Dpppa 1		83		77		91									88				88	88	75	90		83		77		91									88				88	88	75	90
Dpppaa NA																																												
Dpppap NA																																												
Dpppp 1				104											101				100	91	93	98				104											101				100	91	93	98
Dppppa NA																																												
Dppppp NA																																												
E 1	20	14	18		15	18	19	17	15	10	12	13	19	18	17	18	18	20	19	16	18	16	20	14	18		15	18	19	17	15	10	12	13	19	18	17	18	18	20	19	16	18	16
EMS 1						14							14	14	14		14		14									14							14	14	14		14		14			
Ea 1	45	43	46	40	45	41	43	41	39	39	49	41	39	42	43	44	43	44	41	38	46	44	45	43	46	40	45	41	43	41	39	39	49	41	39	42	43	44	43	44	41	38	46	44
Eal 1	47	45	42	45	47	45	47	47	44	46	51	47	48	47	45	48	44	47	46	46	45	47	47	45	42	45	47	45	47	47	44	46	51	47	48	47	45	48	44	47	46	46	45	47
Eala 1	67	64	67	65	65	66	67	68	65	64	65	63	71	73	70	68	63	69	70	70	67	68	67	64	67	65	65	66	67	68	65	64	65	63	71	73	70	68	63	69	70	70	67	68
Ealaa 1				120											134				132		132	136				120											134				132		132	136
Ealaad NA																																												
Ealaav NA																																												
Ealap NA																																												
Ealapa NA																																												
Ealapp NA																																												
Ealp 1	69	64	70	67	65	69	69	64	73	67	70	68	71	73	75	74	66	69	75	79	66	67	69	64	70	67	65	69	69	64	73	67	70	68	71	73	75	74	66	69	75	79	66	67
Ealpa NA																																												
Ealpp NA																																												
Ealppa NA																																												
Ealppp NA																																												
Ear 1	48	48	46	45	47	45	48	49	45	44	51	47	51	47	46	48	46	47	47	49	50	47	48	48	46	45	47	45	48	49	45	44	51	47	51	47	46	48	46	47	47	49	50	47
Eara 1	69	68	72	67	72	74	67	74	73	72	74	62	74	77	79	70	68	72	74	76	68	71	69	68	72	67	72	74	67	74	73	72	74	62	74	77	79	70	68	72	74	76	68	71
Earaa 1				128											141				128		127	133				128											141				128		127	133
Earaad NA																																												
Earaav NA																																												
Earap NA																																												
Earapa NA																																												
Earapp NA																																												
Earp 1	70	70	73	71	72	78	67	78	74	75	71	67	76	79	80	76	66	74	74	76	72	73	70	70	73	71	72	78	67	78	74	75	71	67	76	79	80	76	66	74	74	76	72	73
Earpa NA																																												
Earpp NA																																												
Earppa NA																																												
Earppp NA																																												
Ep 1	48	45	47	42	48	44	46	43	39	44	49	45	46	44	44	44	45	44	41	40	47	44	48	45	47	42	48	44	46	43	39	44	49	45	46	44	44	44	45	44	41	40	47	44
Epl 1	51	51	50	45	52	52	50	46	47	47	48	50	49	51	46	50	46	48	51	46	47	45	51	51	50	45	52	52	50	46	47	47	48	50	49	51	46	50	46	48	51	46	47	45
Epla 1	70	65	69	72	68	66	67	73	78	70	70	70	69	77	74	76	63	72	75	73	67	73	70	65	69	72	68	66	67	73	78	70	70	70	69	77	74	76	63	72	75	73	67	73
Eplaa NA																																												
Eplaaa NA																																												
Eplaap NA																																												
Eplap NA																																												
Eplapa NA																																												
Eplapp NA																																												
Eplp 1	82	72	72	81	74	72	72	81	78	72	76	73	76	79	74	78	69	74	78	85	77	81	82	72	72	81	74	72	72	81	78	72	76	73	76	79	74	78	69	74	78	85	77	81
Eplpa NA																																												
Eplpaa NA																																												
Eplpap NA																																												
Eplpp 1				124											146				137		129	135				124											146				137		129	135
Eplppa NA																																												
Eplppaa NA																																												
Eplppap NA																																												
Eplppp NA																																												
Eplpppa NA																																												
Eplpppp NA																																												
Epr 1	53	48	55	47	52	54	58	49	47	47	48	48	48	47	46	48	47	50	47	48	47	50	53	48	55	47	52	54	58	49	47	47	48	48	48	47	46	48	47	50	47	48	47	50
Epra 1	69	73	69	67	72	71	75	78	71	70	74	73	76	78	69	76	68	76	78	78	74	76	69	73	69	67	72	71	75	78	71	70	74	73	76	78	69	76	68	76	78	78	74	76
Epraa NA																																												
Epraaa NA																																												
Epraap NA																																												
Eprap NA																																												
Eprapa NA																																												
Eprapp NA																																												
Eprp 1	80	78	75	79	85	77	72	83	78	77	80	78	81	87	76	81	75	81	81	82	79	78	80	78	75	79	85	77	72	83	78	77	80	78	81	87	76	81	75	81	81	82	79	78
Eprpa NA																																												
Eprpaa NA																																												
Eprpap NA																																												
Eprpp 1				137											149				152		144	146				137											149				152		144	146
Eprppa NA																																												
Eprppaa NA																																												
Eprppap NA																																												
Eprppp NA																																												
Eprpppa NA																																												
Eprpppp NA																																												
MS 1	18	13	18		13	16	17	15	13	8	12	13	18	16	17	16	17	17	17	16	16	15	18	13	18		13	16	17	15	13	8	12	13	18	16	17	16	17	17	17	16	16	15
MSa 1	23	21	22	20	24	21	22	22	21	22	20	20	21	20	19	21	20	22	20	21	23	21	23	21	22	20	24	21	22	22	21	22	20	20	21	20	19	21	20	22	20	21	23	21
MSaa 1	28	27	24	25	28	25	27	27	24	24	28	24	26	26	24	26	28	27	27	24	26	28	28	27	24	25	28	25	27	27	24	24	28	24	26	26	24	26	28	27	27	24	26	28
MSaaa 1	31	28	30	31	34	29	30	30	31	30	30	30	31	28	32	31	30	31	30	29	31	31	31	28	30	31	34	29	30	30	31	30	30	30	31	28	32	31	30	31	30	29	31	31
MSaaaa 1	34	33	33	32	32	31	33	33	33	33	32	33	32	31	33	32	34	33	32	32	32	32	34	33	33	32	32	31	33	33	33	33	32	33	32	31	33	32	34	33	32	32	32	32
MSaaaaa 1	38	41	39	38	40	42	39	41	41	41	40	43	40	39	41	41	42	41	40	40	42	40	38	41	39	38	40	42	39	41	41	41	40	43	40	39	41	41	42	41	40	40	42	40
MSaaaaaa 1				133											156				148	146	149	146				133											156				148	146	149	146
MSaaaaaal NA																																												
MSaaaaaar NA																																												
MSaaaaap 1	47	51	48	47	49	51	48	51	49	49	48	50	48	55	48	47	47	48	49	48	47	48	47	51	48	47	49	51	48	51	49	49	48	50	48	55	48	47	47	48	49	48	47	48
MSaaaaapa 1	72	73													78	77			79	72	65	76	72	73													78	77			79	72	65	76
MSaaaaapaa NA																																												
MSaaaaapap NA																																												
MSaaaaapp NA																																												
MSaaaap 1	43	44	42	44	43	43	44	43	47	46	43	46	44	47	47	44	45	48	45	44	47	43	43	44	42	44	43	43	44	43	47	46	43	46	44	47	47	44	45	48	45	44	47	43
MSaaaapa 1	60	60	62	58	60	58	54	58	62	57	63	55	60	64	63	58	57	62	60	59	60	59	60	60	62	58	60	58	54	58	62	57	63	55	60	64	63	58	57	62	60	59	60	59
MSaaaapaa NA																																												
MSaaaapap NA																																												
MSaaaapp 1	70	79	75	78	68	77	69	78	76	74	74	72	70	82	68	80	67	67	71	71	73	70	70	79	75	78	68	77	69	78	76	74	74	72	70	82	68	80	67	67	71	71	73	70
MSaaaappa NA																																												
MSaaaappp NA																																												
MSaaap 1	37	38	36	38	36	34	34	36	36	36	35	38	35	36	35	36	38	37	39	37	35	35	37	38	36	38	36	34	34	36	36	36	35	38	35	36	35	36	38	37	39	37	35	35
MSaaapa 1	38	38	36	38	41	38	38	36	40	39	40	36	39	36	41	37	39	41	35	39	39	40	38	38	36	38	41	38	38	36	40	39	40	36	39	36	41	37	39	41	35	39	39	40
MSaaapaa 1	54	54	56	52	60	54	52	53	51	52	53	55	50	49	54	53	56	57	47	59	57	54	54	54	56	52	60	54	52	53	51	52	53	55	50	49	54	53	56	57	47	59	57	54
MSaaapaaa NA																																												
MSaaapaap NA																																												
MSaaapap 1	65	62	61	63	68	58	57	60	62	57	59	62	62	61	54	63	60	61	59	61	60	57	65	62	61	63	68	58	57	60	62	57	59	62	62	61	54	63	60	61	59	61	60	57
MSaaapapa NA																																												
MSaaapapp NA																																												
MSaaapp 1	71	70	75	68	76	77	62	81	76	72	73	76	75	69	75	83	84	72	68	75	78	73	71	70	75	68	76	77	62	81	76	72	73	76	75	69	75	83	84	72	68	75	78	73
MSaaappa NA																																												
MSaaappp NA																																												
MSaap 1	31	30	31	31	32	29	32	29	31	30	30	32	31	30	32	31	28	31	30	29	31	31	31	30	31	31	32	29	32	29	31	30	30	32	31	30	32	31	28	31	30	29	31	31
MSaapa 1	32	34	31	31	32	31	33	33	33	34	34	33	32	32	32	32	34	33	32	33	33	33	32	34	31	31	32	31	33	33	33	34	34	33	32	32	32	32	34	33	32	33	33	33
MSaapaa 1	40	38	40	37	40	42	41	40	43	41	38	40	39	39	39	41	39	42	40	40	39	40	40	38	40	37	40	42	41	40	43	41	38	40	39	39	39	41	39	42	40	40	39	40
MSaapaaa 1	57	57	58	58	64	61	67	58	59	60	57	62	60	59	58	59	60	60	59	59	62	55	57	57	58	58	64	61	67	58	59	60	57	62	60	59	58	59	60	60	59	59	62	55
MSaapaaaa NA																																												
MSaapaaap NA																																												
MSaapaap 1	52	51	52	54	58	57	59	55	54	52	54	52	53	57	50	53	54	53	54	52	53	49	52	51	52	54	58	57	59	55	54	52	54	52	53	57	50	53	54	53	54	52	53	49
MSaapaapa 1															109				117		115	114															109				117		115	114
MSaapaapaa NA																																												
MSaapaapap NA																																												
MSaapaapp NA																																												
MSaapap 1	51	47	48	45	49	49	52	50	51	51	47	52	49	52	54	51	48	48	48	55	50	49	51	47	48	45	49	49	52	50	51	51	47	52	49	52	54	51	48	48	48	55	50	49
MSaapapa 1				126											116	121	122		113	112	125	112				126											116	121	122		113	112	125	112
MSaapapaa NA																																												
MSaapapap NA																																												
MSaapapp 1	64	64	63	62	66	64	66	61	67	59	60	65	62	69	61	65	60	62	64	62	63	60	64	64	63	62	66	64	66	61	67	59	60	65	62	69	61	65	60	62	64	62	63	60
MSaapappa NA																																												
MSaapappp NA																																												
MSaapp 1	40	41	39	39	40	42	39	41	43	44	43	44	39	43	43	46	44	42	44	42	43	44	40	41	39	39	40	42	39	41	43	44	43	44	39	43	43	46	44	42	44	42	43	44
MSaappa 1	84	85	88	88	89	92	84	86	90	88	82	92	82	90	87	80	86	77	84	85	84	76	84	85	88	88	89	92	84	86	90	88	82	92	82	90	87	80	86	77	84	85	84	76
MSaappaa NA																																												
MSaappap NA																																												
MSaappp 1	73	74	74	72	72	91	74	83	78	72	78	73	75	81	76	76	71	74	74	72	84	70	73	74	74	72	72	91	74	83	78	72	78	73	75	81	76	76	71	74	74	72	84	70
MSaapppa 1	85	78		87											88				88	81	78	94	85	78		87											88				88	81	78	94
MSaapppaa NA																																												
MSaapppap NA																																												
MSaapppp 1				107											113				106	114	108	108				107											113				106	114	108	108
MSaappppa NA																																												
MSaappppp NA																																												
MSap 1	32	28	29	29	30	27	29	27	28	27	31	28	30	28	27	30	31	30	27	25	31	30	32	28	29	29	30	27	29	27	28	27	31	28	30	28	27	30	31	30	27	25	31	30
MSapa 1	34	33	31	32	36	32	32	32	31	30	32	32	32	31	31	33	31	32	33	32	31	31	34	33	31	32	36	32	32	32	31	30	32	32	32	31	31	33	31	32	33	32	31	31
MSapaa 1	38	40	39	36	38	37	38	38	38	39	37	37	37	38	41	38	38	38	37	37	38	41	38	40	39	36	38	37	38	38	38	39	37	37	37	38	41	38	38	38	37	37	38	41
MSapaaa 1	48	50	47	51	49	48	48	51	49	47	46	50	48	47	51	47	49	47	53	46	49	49	48	50	47	51	49	48	48	51	49	47	46	50	48	47	51	47	49	47	53	46	49	49
MSapaaaa 1				124															142		134	130				124															142		134	130
MSapaaaad NA																																												
MSapaaaav NA																																												
MSapaaap NA																																												
MSapaap 1	74	74	59	66	69	75	70	73	70	69	70	70	70	65	72	74	71	67	75	69	75	71	74	74	59	66	69	75	70	73	70	69	70	70	70	65	72	74	71	67	75	69	75	71
MSapaapa NA																																												
MSapaapp NA																																												
MSapap 1	38	38	37	36	40	38	39	40	38	38	37	37	37	36	38	36	41	38	39	37	36	40	38	38	37	36	40	38	39	40	38	38	37	37	37	36	38	36	41	38	39	37	36	40
MSapapa 1	50	46	50	47	49	46	49	46	47	49	46	46	48	54	51	50	45	56	48	47	45	54	50	46	50	47	49	46	49	46	47	49	46	46	48	54	51	50	45	56	48	47	45	54
MSapapaa NA																																												
MSapapaaa NA																																												
MSapapaap NA																																												
MSapapap NA																																												
MSapapp 1	56	58	61	58	56	61	59	56	59	56	58	53	60	60	57	61	58	62	58	53	58	64	56	58	61	58	56	61	59	56	59	56	58	53	60	60	57	61	58	62	58	53	58	64
MSapappa NA																																												
MSapappp NA																																												
MSapp 1	34	33	32	34	36	34	36	32	31	30	32	32	32	32	33	31	31	33	33	32	32	34	34	33	32	34	36	34	36	32	31	30	32	32	32	32	33	31	31	33	33	32	32	34
MSappa 1	46	46	44	41	43	40	39	44	44	46	44	46	46	42	48	49	47	45	47	42	48	44	46	46	44	41	43	40	39	44	44	46	44	46	46	42	48	49	47	45	47	42	48	44
MSappaa 1	65	64	67	66	67	71	66	66	70	64	63	65	65	62	66	64	64	60	59	66	60	65	65	64	67	66	67	71	66	66	70	64	63	65	65	62	66	64	64	60	59	66	60	65
MSappaaa NA																																												
MSappaap NA																																												
MSappap 1	73	72	75	73	74	80	72	73	78	72	66	75	82	74	84	83	82	77	79	69	72	74	73	72	75	73	74	80	72	73	78	72	66	75	82	74	84	83	82	77	79	69	72	74
MSappapa NA																																												
MSappapp NA																																												
MSappp 1	49	50	52	48	49	52	51	46	49	51	49	47	49	44	48	48	50	47	44	43	49	47	49	50	52	48	49	52	51	46	49	51	49	47	49	44	48	48	50	47	44	43	49	47
MSapppa 1	57	58	61	56	56	63	67	63	59	56	55	56	56	53	59	57	58	61	60	65	56	60	57	58	61	56	56	63	67	63	59	56	55	56	56	53	59	57	58	61	60	65	56	60
MSapppaa NA																																												
MSapppap NA																																												
MSapppp 1	68	65	72	61	67	69	66	68	62	60	63	61	60	62	61	62	60	63	64	65	59	62	68	65	72	61	67	69	66	68	62	60	63	61	60	62	61	62	60	63	64	65	59	62
MSappppa NA																																												
MSappppp NA																																												
MSp 1	23	22	22	22	24	21	24	22	21	22	21	20	23	20	19	21	20	22	20	21	23	21	23	22	22	22	24	21	24	22	21	22	21	20	23	20	19	21	20	22	20	21	23	21
MSpa 1	28	26	27	25	28	25	24	26	24	25	28	26	26	26	26	28	28	27	26	24	26	26	28	26	27	25	28	25	24	26	24	25	28	26	26	26	26	28	28	27	26	24	26	26
MSpaa 1	32	30	30	31	34	31	33	31	33	32	32	30	32	30	31	31	33	31	31	29	31	32	32	30	30	31	34	31	33	31	33	32	32	30	32	30	31	31	33	31	31	29	31	32
MSpaaa 1	34	32	31	31	31	31	31	35	33	32	32	33	32	32	31	32	34	33	32	32	33	33	34	32	31	31	31	31	31	35	33	32	32	33	32	32	31	32	34	33	32	32	33	33
